Time	Device Name	Type	PID	Tag	Message
Nov  8 18:47:44	Bens-iPhone	Notice	4169	Xamarin.PreBuilt.iOS	Full URL: https://photo-job-manager.firebaseapp.com/__/auth/handler?apiKey=AIzaSyDDNFUx-oGkgHCtGRQ-N8xw_JbLM6Cbu4g&appName=%5BDEFAULT%5D&authType=signInViaRedirect&providerId=google.com&redirectUrl=com.pinebelttrophy.photojobapp2025%3A%2F%2F&continueUrl=com.pinebelttrophy.photojobapp2025%3A%2F%2F&bundleId=com.pinebelttrophy.photojobapp2025&v=9
Nov  8 18:47:44	Bens-iPhone	Notice	4169	Xamarin.PreBuilt.iOS	Format 3 (minimal: continueUrl + bundleId, no redirectUrl):
Nov  8 18:47:44	Bens-iPhone	Notice	4169	Xamarin.PreBuilt.iOS	
Nov  8 18:47:44	Bens-iPhone	Notice	4169	Xamarin.PreBuilt.iOS	Format 2 (redirectUrl=custom scheme, continueUrl=custom scheme, with bundleId):
Nov  8 18:47:44	Bens-iPhone	Notice	4169	Xamarin.PreBuilt.iOS	
Nov  8 18:47:44	Bens-iPhone	Notice	4169	Xamarin.PreBuilt.iOS	Full URL: https://photo-job-manager.firebaseapp.com/__/auth/handler?apiKey=AIzaSyDDNFUx-oGkgHCtGRQ-N8xw_JbLM6Cbu4g&appName=%5BDEFAULT%5D&authType=signInViaRedirect&providerId=google.com&redirectUrl=https%3A%2F%2Fphoto-job-manager.firebaseapp.com%2F__%2Fauth%2Fhandler&continueUrl=com.pinebelttrophy.photojobapp2025%3A%2F%2F&v=9
Nov  8 18:47:44	Bens-iPhone	Notice	4169	Xamarin.PreBuilt.iOS	Format 1 (redirectUrl=Firebase handler, continueUrl=custom scheme):
Nov  8 18:47:44	Bens-iPhone	Notice	4169	Xamarin.PreBuilt.iOS	
Nov  8 18:47:44	Bens-iPhone	Notice	4169	Xamarin.PreBuilt.iOS	App callback URL: com.pinebelttrophy.photojobapp2025://
Nov  8 18:47:44	Bens-iPhone	Notice	4169	Xamarin.PreBuilt.iOS	Bundle ID: com.pinebelttrophy.photojobapp2025
Nov  8 18:47:44	Bens-iPhone	Notice	4169	Xamarin.PreBuilt.iOS	=== URL FORMAT DEBUGGING ===
Nov  8 18:47:44	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=683737 SDR.Nits=53 HDR.Nits=53 HDR.State=Off BrightnessLimit=551.199951 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=551 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=37 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.050000 Nits.Cap=551.199951 DynamicSlider.Cap=551.199951 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000065
Nov  8 18:47:44	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 52.824844, capped _appliedHeadroom: 1.000000, brightnessLimit: 551.199951, potentialHeadroom: 8.000000, Ambient: 36.824062 to CA, HDRBrightness: 52.824844, [None] rtplcCap: 1600.000000
Nov  8 18:47:44	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 18:47:44	Bens-iPhone	Notice	4169	Xamarin.PreBuilt.iOS	Firebase Auth Domain: https://photo-job-manager.firebaseapp.com
Nov  8 18:47:44	Bens-iPhone	Notice	4169	Xamarin.PreBuilt.iOS	Constructed baseAuthUrl from PROJECT_ID: https://photo-job-manager.firebaseapp.com
Nov  8 18:47:44	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 18:47:44	Bens-iPhone	Notice	4169	Xamarin.PreBuilt.iOS	Using API_KEY from GoogleService-Info.plist: AIzaSyDDNFUx-oGkgHCt...
Nov  8 18:47:44	Bens-iPhone	Notice	4169	Xamarin.PreBuilt.iOS	Using PROJECT_ID from GoogleService-Info.plist: photo-job-manager
