Time	Device Name	Type	PID	Tag	Message
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.508469, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.508469, [None] rtplcCap: 1600.000000
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743140 SDR.Nits=60 HDR.Nits=60 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.507416, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.507416, [None] rtplcCap: 1600.000000
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743139 SDR.Nits=60 HDR.Nits=60 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.506378, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.506378, [None] rtplcCap: 1600.000000
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743138 SDR.Nits=60 HDR.Nits=60 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.505341, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.505341, [None] rtplcCap: 1600.000000
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743137 SDR.Nits=60 HDR.Nits=60 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.504303, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.504303, [None] rtplcCap: 1600.000000
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743136 SDR.Nits=60 HDR.Nits=60 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.503281, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.503281, [None] rtplcCap: 1600.000000
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743135 SDR.Nits=60 HDR.Nits=60 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.502274, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.502274, [None] rtplcCap: 1600.000000
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743134 SDR.Nits=60 HDR.Nits=60 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.501266, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.501266, [None] rtplcCap: 1600.000000
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:06	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743133 SDR.Nits=60 HDR.Nits=60 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.500275, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.500275, [None] rtplcCap: 1600.000000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743132 SDR.Nits=59 HDR.Nits=59 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.499283, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.499283, [None] rtplcCap: 1600.000000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743131 SDR.Nits=59 HDR.Nits=59 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.498291, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.498291, [None] rtplcCap: 1600.000000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Update WP, NO change in ALS strength
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(ColourSensorFilterPlugin)	[ALS] ts=166371.986 lux=42.277<private> xy=(0.381 0.365) chs=[637 1377 1391 1781 1517] CCT1=4442.676 gain=512x mode=<private> subsamples=24 rawLux=49.753 nits=105 xTalk=[8 36 37 40 40] status=0x9B copyEvent=0
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743130 SDR.Nits=59 HDR.Nits=59 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.497314, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.497314, [None] rtplcCap: 1600.000000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743129 SDR.Nits=59 HDR.Nits=59 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.496353, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.496353, [None] rtplcCap: 1600.000000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743128 SDR.Nits=59 HDR.Nits=59 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.495392, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.495392, [None] rtplcCap: 1600.000000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743127 SDR.Nits=59 HDR.Nits=59 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.494431, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.494431, [None] rtplcCap: 1600.000000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743126 SDR.Nits=59 HDR.Nits=59 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.493484, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.493484, [None] rtplcCap: 1600.000000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743125 SDR.Nits=59 HDR.Nits=59 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.492538, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.492538, [None] rtplcCap: 1600.000000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743124 SDR.Nits=59 HDR.Nits=59 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.491608, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.491608, [None] rtplcCap: 1600.000000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743123 SDR.Nits=59 HDR.Nits=59 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.490677, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.490677, [None] rtplcCap: 1600.000000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743122 SDR.Nits=59 HDR.Nits=59 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.489761, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.489761, [None] rtplcCap: 1600.000000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743121 SDR.Nits=59 HDR.Nits=59 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.488846, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.488846, [None] rtplcCap: 1600.000000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	BaselineHarmony: Current strength: 0.270000, ALSStrength: 0.270000, AppStrength: 0.270000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	SyncDBV Transaction | ID=743120 SDR.Nits=59 HDR.Nits=59 HDR.State=Off BrightnessLimit=520.341309 IndicatorBrightness.Nits=nan IndicatorBrightness.Cap=520 Headroom.Current=1.000000 Headroom.Maximum=8.000000 AppliedCompensations=1.300000 Aurora.Factor=1.000000 Aurora.RampInProgress=NO Lux=41 RTPLC.State=None RTPLC.Cap=1600 RTPLC.CapApplied=NO PeakAPCE.Cap=0.090000 Nits.Cap=520.341309 DynamicSlider.Cap=520.341309 Twilight.Strength=0.000000 Ammolite.Strength=0.000000 ContrastEnhancer.Strength=0.000312
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	Pushing sdrBrightness: 59.487946, capped _appliedHeadroom: 1.000000, brightnessLimit: 520.341309, potentialHeadroom: 8.000000, Ambient: 40.955715 to CA, HDRBrightness: 59.487946, [None] rtplcCap: 1600.000000
Nov  8 21:04:05	Bens-iPhone	Notice	68	backboardd(CoreBrightness)	HDR | _edrState: 0, forceRamp: NO
